Title	Presenters	Description	Audio	URL																				
Passing the Baton: Can You Raise Thinking and Believing Children?		"SL83037, Passing the Baton: Can You Raise Thinking and Believing Children?"	SL83037	http://sunstonemagazine.com/audio/SL83037.mp3																				
The Distractions of Doubt		"SL83038, The Distractions of Doubt"	SL83038	http://sunstonemagazine.com/audio/SL83038.mp3																				
Church Doctrine and the Life of Faith		"SL83039, Church Doctrine and the Life of Faith"	SL83039	http://sunstonemagazine.com/audio/SL83039.mp3																				
"Falling Apart, Turning Inward: Intellectuals, Cultures, and Religion in United Sates History"		"SL83040, Falling Apart, Turning Inward: Intellectuals, Cultures, and Religion in United Sates History"	SL83040	http://sunstonemagazine.com/audio/SL83040.mp3																				
Luther and Mary: Woman's Way		"SL83041, Luther and Mary: Woman's Way"	SL83041	http://sunstonemagazine.com/audio/SL83041.mp3																				
Religious Experience as Play		"SL83042, Religious Experience as Play"	SL83042	http://sunstonemagazine.com/audio/SL83042.mp3																				
Unorthodox Orthodoxy: The Idea of Deification in Christian History		"SL83043, Unorthodox Orthodoxy: The Idea of Deification in Christian History"	SL83043	http://sunstonemagazine.com/audio/SL83043.mp3																				
Images of Martin Luther in Portraits and Cartoons: From the Reformation to Modern Mormon Visitor Centers		"SL83044, Images of Martin Luther in Portraits and Cartoons: From the Reformation to Modern Mormon Visitor Centers"	SL83044	http://sunstonemagazine.com/audio/SL83044.mp3																				
The Joseph Everybody (and Nobody) Knew: Recent Portraits of the Mormon Prophet		"SL84001, The Joseph Everybody (and Nobody) Knew: Recent Portraits of the Mormon Prophet"	SL84001	http://sunstonemagazine.com/audio/SL84001.mp3																				
Why the Church Is More True Than the Gospel		"SL84002, Why the Church Is More True Than the Gospel"	SL84002	http://sunstonemagazine.com/audio/SL84002.mp3																				
"We Believe Easily What We Hope for Earnestly: The Psychological Dimensions of Belier, Faith, and Testimony in the LDS Tradition"		"SL84003, We Believe Easily What We Hope for Earnestly: The Psychological Dimensions of Belier, Faith, and Testimony in the LDS Tradition"	SL84003	http://sunstonemagazine.com/audio/SL84003.mp3																				
Mormonism and Psychopathology		"SL84005, Mormonism and Psychopathology"	SL84005	http://sunstonemagazine.com/audio/SL84005.mp3																				
Mormon-Hindu Affinities: The Mystical Common Ground		"SL84006, Mormon-Hindu Affinities: The Mystical Common Ground"	SL84006	http://sunstonemagazine.com/audio/SL84006.mp3																				
Franklin Spencer Spalding: An Episcopal Critic of the Mormons		"SL84007, Franklin Spencer Spalding: An Episcopal Critic of the Mormons"	SL84007	http://sunstonemagazine.com/audio/SL84007.mp3																				
Your Children Are Not Your Children: The Generational Value Struggle		"SL84008, Your Children Are Not Your Children: The Generational Value Struggle"	SL84008	http://sunstonemagazine.com/audio/SL84008.mp3																				
Molecules and Mormonism: The Science and Life of Henry Eyring		"SL84009, Molecules and Mormonism: The Science and Life of Henry Eyring"	SL84009	http://sunstonemagazine.com/audio/SL84009.mp3																				
Early Mormon Women: Role--Yes; Feminists--No -&- The Missing Rib: The Forgotten Place of Queens and Priestesses in the Establishment of Zion		"SL84011, Early Mormon Women: Role--Yes; Feminists--No -&- The Missing Rib: The Forgotten Place of Queens and Priestesses in the Establishment of Zion"	SL84011	http://sunstonemagazine.com/audio/SL84011.mp3																				
The LDS Position on Militarism and Conscientious Objections		"SL84012, The LDS Position on Militarism and Conscientious Objections"	SL84012	http://sunstonemagazine.com/audio/SL84012.mp3																				
Legislating Morality: Reynolds Vs The United States -&- 'The Law Shall Go Forth Out of Zion': Toward a Mormon Political Philosophy		"SL84014, Legislating Morality: Reynolds Vs The United States -&- 'The Law Shall Go Forth Out of Zion': Toward a Mormon Political Philosophy"	SL84014	http://sunstonemagazine.com/audio/SL84014.mp3																				
Religion in Film		"SL84015, Religion in Film"	SL84015	http://sunstonemagazine.com/audio/SL84015.mp3																				
Mormonism and Judaism: some Points of Tangency		"SL84016, Mormonism and Judaism: some Points of Tangency"	SL84016	http://sunstonemagazine.com/audio/SL84016.mp3																				
How God Organized His Church		"SL84017, How God Organized His Church"	SL84017	http://sunstonemagazine.com/audio/SL84017.mp3																				
The Role of Sacraments in Catholic Life: A Theological Reflection		"SL84019, The Role of Sacraments in Catholic Life: A Theological Reflection"	SL84019	http://sunstonemagazine.com/audio/SL84019.mp3																				
The Seriousness of Mormon Humor		"SL84020, The Seriousness of Mormon Humor"	SL84020	http://sunstonemagazine.com/audio/SL84020.mp3																				
Identifying Elohim and Jehovah from the Bible		"SL84021, Identifying Elohim and Jehovah from the Bible"	SL84021	http://sunstonemagazine.com/audio/SL84021.mp3																				
The Patriarchal Obsession		"SL84022, The Patriarchal Obsession"	SL84022	http://sunstonemagazine.com/audio/SL84022.mp3																				
The Idea of Celibacy Among the Early Church Fathers		"SL84023, The Idea of Celibacy Among the Early Church Fathers"	SL84023	http://sunstonemagazine.com/audio/SL84023.mp3																				
The Willing Captive: The Theme of Freedom in Recent Mormon fiction		"SL84024, The Willing Captive: The Theme of Freedom in Recent Mormon fiction"	SL84024	http://sunstonemagazine.com/audio/SL84024.mp3																				
The Media and the Church: Dealing with the Press		"SL84025, The Media and the Church: Dealing with the Press"	SL84025	http://sunstonemagazine.com/audio/SL84025.mp3																				
Conjugal Conundrums		"SL84026, Conjugal Conundrums"	SL84026	http://sunstonemagazine.com/audio/SL84026.mp3																				
Back from the Future: A Personal View of the Futurist Movement		"SL84027, Back from the Future: A Personal View of the Futurist Movement"	SL84027	http://sunstonemagazine.com/audio/SL84027.mp3																				
The Godmakers Examined		"SL84028, The Godmakers Examined"	SL84028	http://sunstonemagazine.com/audio/SL84028.mp3																				
A Critique of Biblical Literalism		"SL84029, A Critique of Biblical Literalism"	SL84029	http://sunstonemagazine.com/audio/SL84029.mp3																				
Computers: The World's Final Prophets		"SL84031, Computers: The World's Final Prophets"	SL84031	http://sunstonemagazine.com/audio/SL84031.mp3																				
Joseph smith and Science: The Methodist Connection		"SL84032, Joseph smith and Science: The Methodist Connection"	SL84032	http://sunstonemagazine.com/audio/SL84032.mp3																				
Critiquing the Anti-Mormon Model of the True Church		"SL84033, Critiquing the Anti-Mormon Model of the True Church"	SL84033	http://sunstonemagazine.com/audio/SL84033.mp3																				
Saints and Fanatics: William James on the Strengths and Weaknesses of the Religious Life		"SL84034, Saints and Fanatics: William James on the Strengths and Weaknesses of the Religious Life"	SL84034	http://sunstonemagazine.com/audio/SL84034.mp3																				
The Dilemma for Evangelical Scientists		"SL84035, The Dilemma for Evangelical Scientists"	SL84035	http://sunstonemagazine.com/audio/SL84035.mp3																				
Revelation as a Laser Light		"SL84036, Revelation as a Laser Light"	SL84036	http://sunstonemagazine.com/audio/SL84036.mp3																				
Introduction to Unification: Main Themes and Directions		"SL84037, Introduction to Unification: Main Themes and Directions"	SL84037	http://sunstonemagazine.com/audio/SL84037.mp3																				
The Nature of True Worship		"SL84038, The Nature of True Worship"	SL84038	http://sunstonemagazine.com/audio/SL84038.mp3																				
Breaking the Rules: A Moral Option?		"SL84039, Breaking the Rules: A Moral Option?"	SL84039	http://sunstonemagazine.com/audio/SL84039.mp3																				
Women Lost in Religion		"SL84041, Women Lost in Religion"	SL84041	http://sunstonemagazine.com/audio/SL84041.mp3																				
Human Sexuality in Mormonism: Reflections from the Bishop's Couch: An Essay in Understanding		"SL84042, Human Sexuality in Mormonism: Reflections from the Bishop's Couch: An Essay in Understanding"	SL84042	http://sunstonemagazine.com/audio/SL84042.mp3																				
Tragedy or Hope: A Mormon Dilemma -&- Theodicy: Is a Mormon Position Tenable?		"SL84043, Tragedy or Hope: A Mormon Dilemma -&- Theodicy: Is a Mormon Position Tenable?"	SL84043	http://sunstonemagazine.com/audio/SL84043.mp3																				
Leadership and the Ethics of Prophecy		"SL84044, Leadership and the Ethics of Prophecy"	SL84044	http://sunstonemagazine.com/audio/SL84044.mp3																				
"Women and the Priesthood: Theological, Historical, and Administrative Implications"		"SL84045, Women and the Priesthood: Theological, Historical, and Administrative Implications"	SL84045	http://sunstonemagazine.com/audio/SL84045.mp3																				
Creation and Evolution: Is There a Third Alternative?		"SL84046, Creation and Evolution: Is There a Third Alternative?"	SL84046	http://sunstonemagazine.com/audio/SL84046.mp3																				
Book of Mormon Archaeology: What Does the Evidence Really show?		"SL84047, Book of Mormon Archaeology: What Does the Evidence Really show?"	SL84047	http://sunstonemagazine.com/audio/SL84047.mp3																				
Stages of Faith		"SL84048, Stages of Faith"	SL84048	http://sunstonemagazine.com/audio/SL84048.mp3																				
"Unsquare Dance: The New Literary synthesis of Science, Religion, Philosophy, and Aesthetics"		"SL84050, Unsquare Dance: The New Literary synthesis of Science, Religion, Philosophy, and Aesthetics"	SL84050	http://sunstonemagazine.com/audio/SL84050.mp3																				
Enlarging the Mormon Umbrella: Toward Resolving the LDS Intellectual' Dilemma		"SL84051, Enlarging the Mormon Umbrella: Toward Resolving the LDS Intellectual' Dilemma"	SL84051	http://sunstonemagazine.com/audio/SL84051.mp3																				
The Relevance of the Study of Religion to World Affairs		"SL84052, The Relevance of the Study of Religion to World Affairs"	SL84052	http://sunstonemagazine.com/audio/SL84052.mp3																				
The City of Zion: An Economic analysis		"SL84053, The City of Zion: An Economic analysis"	SL84053	http://sunstonemagazine.com/audio/SL84053.mp3																				
Stop--Look--Listen: The Arts as Religious Experience		"SL84054, Stop--Look--Listen: The Arts as Religious Experience"	SL84054	http://sunstonemagazine.com/audio/SL84054.mp3																				
The Prophecies in the Book of Mormon -&-Joseph Smith's Translation of the Book of Mormon		"SL84055, The Prophecies in the Book of Mormon -&-Joseph Smith's Translation of the Book of Mormon"	SL84055	http://sunstonemagazine.com/audio/SL84055.mp3																				
"Ethical Issues for Latter-day Saints: Personal, Social, Professional"		"SL84056, Ethical Issues for Latter-day Saints: Personal, Social, Professional"	SL84056	http://sunstonemagazine.com/audio/SL84056.mp3																				
That Older Brother Again--Again! A Study of LDS Attitudes Toward the Parable of the Prodigal son and the Principle of Repentance		"SL84057, That Older Brother Again--Again! A Study of LDS Attitudes Toward the Parable of the Prodigal son and the Principle of Repentance"	SL84057	http://sunstonemagazine.com/audio/SL84057.mp3																				
Unto Every Kingdom Is Given a Law: Another Look at Miracles		"SL84058, Unto Every Kingdom Is Given a Law: Another Look at Miracles"	SL84058	http://sunstonemagazine.com/audio/SL84058.mp3																				
"Tibet's Diamond Vehicle, John the Revelator's Clear Precious Stone, and Joseph Smith's Secret Treasure"		"SL84059, Tibet's Diamond Vehicle, John the Revelator's Clear Precious Stone, and Joseph Smith's Secret Treasure"	SL84059	http://sunstonemagazine.com/audio/SL84059.mp3																				
Mormonism and Unionism: A Unique Confrontation		"SL84060, Mormonism and Unionism: A Unique Confrontation"	SL84060	http://sunstonemagazine.com/audio/SL84060.mp3																				
The Problem of Evil		"SL84061, The Problem of Evil"	SL84061	http://sunstonemagazine.com/audio/SL84061.mp3																				
Pillars of my Faith		"SL84062, Pillars of my Faith"	SL84062	http://sunstonemagazine.com/audio/SL84062.mp3																				
The Ethics of Business: Some Mormon Concerns		"SL84063, The Ethics of Business: Some Mormon Concerns"	SL84063	http://sunstonemagazine.com/audio/SL84063.mp3																				
Are Children almost Too Much to Bear?		"SL84064, Are Children almost Too Much to Bear?"	SL84064	http://sunstonemagazine.com/audio/SL84064.mp3																				
Toward a Sexual Ethic		"SL84065, Toward a Sexual Ethic"	SL84065	http://sunstonemagazine.com/audio/SL84065.mp3																				
